"USER_ID","MERCHANT_ID","AGE_RANGE","GENDER","TOTAL_CLICK","TOTAL_ADD_TO_CART","TOTAL_PURCHASE","TOTAL_ADD_TO_FAVOURITE","PROB"
46604,2820,2,0,0,0,2,0,1
5249,78,3,0,0,0,1,0,0
74566,2789,5,0,0,0,1,0,0
31355,458,7,1,0,0,1,0,0
31355,1064,7,1,1,0,1,0,0
51553,3462,5,0,6,0,1,1,0
52510,1230,2,0,4,0,2,0,0
17190,2256,1,1,2,0,1,0,0
64523,215,7,2,3,0,1,0,0
13528,2534,1,0,1,0,1,0,0
23460,4216,4,0,2,0,1,0,0
81733,2198,2,0,2,0,1,0,0
92233,1157,3,0,4,0,1,0,0
92233,832,3,0,44,0,1,1,0
100246,2290,2,1,3,0,2,0,0
85318,1445,2,0,0,0,1,0,0
29920,1243,4,0,6,0,2,0,0
4986,2642,7,0,0,0,2,0,0
65713,4051,1,0,3,0,1,0,1
42588,922,7,0,4,0,1,0,0
48253,4777,4,1,3,0,1,0,0
18787,1886,3,0,3,0,2,0,1
97504,814,4,0,4,0,2,0,0
68389,814,2,0,3,0,1,0,0
49927,1897,7,0,12,0,1,0,0
102437,3670,1,0,0,0,2,6,0
54904,4550,7,0,3,0,1,0,0
48376,887,2,0,4,0,1,0,0
90802,2618,2,1,0,0,1,0,0
51126,1636,2,1,2,0,1,0,0
104697,2920,3,1,7,0,1,0,0
21948,2356,2,0,9,0,1,0,0
436,3524,7,1,4,0,1,0,0
18922,3714,7,0,1,0,2,0,1
73475,939,1,0,12,0,2,0,0
62984,1472,3,0,33,0,2,0,0
66405,2356,4,0,0,0,1,0,0
75119,2402,3,0,2,0,1,0,0
75119,3566,3,0,2,0,1,0,0
8359,501,7,1,8,0,1,0,0
36546,1025,7,0,2,0,1,0,0
36546,3470,7,0,3,0,1,0,0
30307,3100,5,1,5,0,1,0,0
9106,4169,4,0,1,0,1,0,0
93049,2983,2,0,31,0,1,0,0
93049,1046,2,0,1,0,1,0,0
70212,1243,1,0,3,0,1,0,0
96528,4927,2,1,5,0,1,0,0
96528,1973,2,1,1,0,1,0,0
55623,3234,2,0,3,0,1,0,0
2162,887,3,0,0,0,1,0,0
105411,750,5,1,6,0,4,0,0
105411,845,5,1,0,0,1,0,0
93731,2613,4,0,7,0,2,0,0
91338,3576,7,1,0,0,1,0,0
54617,3546,7,0,13,0,2,0,0
10628,438,2,0,0,0,1,0,0
1312,4762,7,0,0,0,1,0,0
1312,471,7,0,0,0,1,0,0
8999,200,7,1,2,0,1,0,0
86666,4843,4,0,5,0,2,0,0
78856,3438,2,1,1,0,3,0,0
64458,3100,5,0,0,0,1,0,0
9044,2268,2,0,3,0,1,0,0
90164,2573,7,0,3,0,1,0,0
49769,2459,4,0,1,0,1,0,0
59077,878,4,1,10,0,3,0,0
78461,3246,1,1,2,0,1,0,0
91311,3264,5,0,11,0,2,0,0
39506,4314,2,0,6,0,2,0,0
27756,2459,4,0,3,0,1,0,0
87038,168,4,0,22,0,1,0,1
79937,1515,4,0,74,0,2,0,0
94113,775,4,0,2,0,1,0,0
23644,4476,2,0,0,0,4,0,0
95290,2404,5,1,16,0,1,0,0
95290,320,5,1,3,0,1,0,0
69100,4988,2,0,3,0,1,0,0
73661,549,3,0,1,0,1,0,0
73661,781,3,0,4,0,2,0,0
46749,4780,5,0,4,0,1,0,0
24682,2361,2,1,1,0,1,0,0
12069,4836,3,2,3,0,1,0,0
34865,1698,7,0,1,0,2,0,1
50431,1581,7,2,1,0,1,0,0
46133,997,7,1,3,0,1,0,0
82040,3369,2,0,1,0,1,0,0
82040,2731,2,0,1,0,1,0,0
90244,4428,7,1,4,0,3,0,0
73566,4547,1,0,0,0,1,0,0
92842,4670,7,1,14,0,1,0,1
65323,2211,2,0,1,0,2,0,0
65323,2459,2,0,2,0,1,0,0
28379,833,7,0,0,0,1,0,0
65436,3818,7,0,1,0,1,0,0
46339,4156,2,0,0,0,1,0,0
60746,81,7,1,1,0,1,0,0
81431,187,2,0,4,0,1,0,0
63508,2603,3,0,6,0,1,0,0
81256,3183,5,0,4,0,2,0,0
81256,3458,5,0,0,0,1,0,0
81256,144,5,0,23,0,1,0,0
67347,3423,2,0,8,0,3,0,0
83380,3042,7,0,4,0,1,0,0
95228,4594,1,1,1,0,1,0,0
42844,3997,2,1,2,0,1,0,0
67639,320,1,1,2,0,1,0,0
56597,3098,7,0,3,0,1,0,0
55222,1164,4,1,5,0,1,0,0
84935,4216,4,1,1,0,1,0,0
59352,637,2,1,4,0,1,0,0
59352,1020,2,1,4,0,1,0,0
8727,2429,2,0,3,0,1,0,0
5737,4901,5,0,7,0,1,0,0
61870,4988,2,1,7,0,1,0,0
23032,264,7,0,4,0,1,0,0
97401,3616,7,1,2,0,2,0,0
97401,530,7,1,18,0,2,0,0
35817,4863,7,0,8,0,2,0,0
70766,266,2,1,6,0,10,0,0
20487,729,7,0,3,0,1,0,0
36413,610,2,0,0,0,1,0,0
36413,2642,2,0,4,0,1,0,0
57221,4535,4,1,1,0,1,0,0
27365,4553,6,0,2,0,1,0,0
53434,4873,2,0,3,0,1,0,0
31751,75,3,1,2,0,1,1,0
5262,4927,7,0,2,0,2,0,0
89902,4659,7,1,0,0,3,0,0
37138,4982,1,1,1,0,1,0,0
11655,2459,3,1,13,0,1,0,0
96715,2904,3,1,2,0,1,0,0
98424,3327,7,0,6,0,2,0,0
43579,2488,6,0,3,0,4,0,0
11560,176,4,1,2,0,1,0,0
29806,2461,3,1,30,0,1,0,0
94080,814,4,0,2,0,2,1,0
94080,4103,4,0,154,0,3,5,1
2663,4099,1,1,2,0,1,0,0
27404,1250,3,1,1,0,1,0,0
1661,2436,1,1,3,0,1,0,0
5830,2501,3,0,0,0,1,0,0
50956,711,1,0,8,0,1,0,0
6741,3317,2,1,5,0,1,0,0
91036,623,7,0,17,0,1,0,0
59453,3828,3,0,3,0,1,0,0
46699,845,2,0,0,0,1,0,1
9355,4335,2,1,0,0,1,0,0
82907,4182,7,0,0,0,2,0,0
61742,3080,4,0,3,0,1,0,0
13646,721,2,2,9,0,1,0,0
13646,421,2,2,6,0,2,0,0
13646,3280,2,2,2,0,1,0,0
13646,4673,2,2,7,0,1,0,0
10097,4982,2,0,2,0,1,0,0
20111,1358,2,0,7,0,1,1,1
24063,4784,4,0,16,0,4,0,1
27157,2691,4,1,1,0,1,0,0
27157,4750,4,1,0,0,2,0,1
27157,4306,4,1,1,0,2,0,0
65183,1176,2,1,3,0,1,0,0
42286,251,7,0,2,0,1,0,0
42286,3071,7,0,1,0,1,0,0
42286,2262,7,0,2,0,1,0,0
17627,2459,4,0,25,0,1,0,0
100363,4103,2,0,1,0,1,0,0
60554,289,2,0,1,0,1,0,0
10074,210,5,2,2,0,1,0,0
51187,3928,1,1,0,0,1,0,0
28505,3593,7,0,1,0,1,0,0
6258,4210,1,0,2,0,1,0,0
5961,4551,7,2,2,0,1,0,0
5961,2643,7,2,0,0,1,0,0
5961,2168,7,2,32,0,1,0,0
36670,1897,3,0,1,0,1,0,0
1650,3587,1,1,0,0,1,0,0
86269,2275,7,0,2,0,1,0,0
88279,3397,1,0,3,0,1,0,0
55845,4746,2,0,0,0,1,0,0
83312,1994,4,0,1,0,1,0,0
83312,4982,4,0,1,0,2,0,0
92390,361,2,0,0,0,1,0,0
20467,2262,1,0,12,0,1,0,0
103719,4005,1,1,0,0,1,0,0
92998,4000,7,1,1,0,1,0,0
77784,2262,2,0,12,0,1,0,0
45710,1052,1,2,3,0,1,0,0
12182,3670,1,0,13,0,8,1,0
15550,2845,2,0,3,0,1,0,0
51196,28,7,0,2,0,1,0,0
7834,3241,7,1,5,0,1,0,0
102392,648,2,0,6,0,2,0,0
70965,2193,1,1,0,0,1,0,0
70965,4293,1,1,0,0,1,0,0
57553,811,2,1,5,0,1,0,0
5075,1324,4,0,14,0,2,0,0
102890,2667,7,0,1,0,1,0,0
1016,1363,1,0,4,0,1,0,0
12567,4684,7,0,4,0,1,0,1
28453,2459,5,0,0,0,1,0,1
2211,3463,7,0,2,0,1,0,0
2211,3670,7,0,6,0,2,0,0
5783,2290,7,1,1,0,1,0,0
27296,3765,4,0,12,0,1,0,0
17573,1811,3,2,17,0,3,0,0
40567,1023,7,0,4,0,1,0,0
86861,2927,1,0,2,0,4,0,0
75084,2147,5,0,2,0,1,0,0
47945,4113,3,1,4,0,3,0,0
88960,2414,3,2,2,0,2,0,0
95614,510,2,0,1,0,1,0,0
95614,2770,2,0,8,0,1,0,0
95614,4466,2,0,6,0,1,0,0
21114,3555,2,0,2,0,1,0,0
92581,3322,5,1,5,0,1,0,0
92581,973,5,1,5,0,1,0,0
6830,3670,3,0,2,0,1,0,0
77997,3887,1,0,0,0,1,0,0
100915,4673,4,0,8,0,1,0,0
92048,4982,2,0,2,0,1,0,1
40927,2234,2,0,32,0,1,0,0
89876,4964,3,0,3,0,2,0,0
97334,1632,7,0,2,0,1,0,0
97334,872,7,0,0,0,1,0,0
42341,2290,4,0,4,0,2,0,0
42341,1897,4,0,13,0,2,0,0
58029,3337,2,0,0,0,1,0,1
61865,1183,2,0,10,0,1,0,0
71307,1673,3,0,0,0,2,0,0
52805,3080,3,0,1,0,1,0,0
2852,119,1,1,6,0,1,1,0
2852,1672,1,1,13,0,1,0,0
30230,4705,3,2,0,0,1,0,0
104552,652,3,0,0,0,1,0,0
74155,4222,4,0,13,0,2,0,0
71375,155,2,0,2,0,1,0,1
105534,2904,3,0,1,0,1,1,1
29805,156,7,0,2,0,1,0,0
101991,3464,2,1,9,0,1,0,0
62538,4103,3,0,5,0,1,0,0
32900,3901,7,0,5,0,1,1,0
29166,832,7,1,1,0,1,0,0
428,3823,7,0,15,0,7,0,0
75002,1498,7,0,2,0,1,0,1
102705,3854,2,0,18,0,1,1,0
102705,2518,2,0,5,0,1,0,0
42418,3612,3,0,0,0,1,0,0
96232,757,6,0,0,0,1,0,1
96783,4667,2,1,0,0,1,0,0
96783,3080,2,1,2,0,1,0,0
43755,1811,7,0,11,0,1,0,0
83293,1329,1,0,0,0,1,0,1
86329,2459,7,2,9,0,1,0,0
88973,2988,4,2,5,0,2,0,1
95371,1284,7,1,4,0,1,0,0
105385,608,3,0,6,0,1,0,0
44279,4103,3,1,14,0,1,0,0
31483,4335,2,1,3,0,1,0,0
31483,3464,2,1,2,0,1,0,0
43316,939,2,1,4,0,2,0,0
78975,705,7,1,5,0,1,0,0
19914,845,3,0,5,0,3,0,0
26762,4673,3,0,15,0,2,0,0
60669,830,1,1,2,0,1,0,0
19613,1811,7,1,18,0,1,0,0
57060,4227,2,0,0,0,1,0,0
86274,2454,2,1,1,0,1,0,0
8526,1730,7,0,1,0,1,0,0
73575,982,1,1,11,0,1,0,0
3020,325,2,0,0,0,1,0,0
29528,2080,1,0,8,0,2,0,0
29672,1360,3,0,5,0,1,0,0
9795,2124,3,0,6,0,1,0,0
9795,4531,3,0,4,0,1,0,0
21381,3168,7,0,5,0,1,0,0
40015,4072,4,0,8,0,1,0,0
79350,780,7,1,2,0,1,0,0
54382,1155,3,1,1,0,1,0,0
56297,3901,7,0,4,0,1,0,0
72942,471,7,0,14,0,2,2,0
1191,521,3,0,5,0,1,0,0
95956,2776,2,0,4,0,1,0,0
69234,421,3,2,0,0,1,0,0
69234,4863,3,2,0,0,2,0,0
10561,2383,2,0,3,0,1,0,0
10822,1643,7,1,1,0,1,0,1
10822,4772,7,1,1,0,1,0,0
10822,891,7,1,0,0,1,0,0
69293,4982,2,0,2,0,1,0,0
88393,210,4,0,0,0,1,0,0
88393,3160,4,0,1,0,2,0,0
9045,2379,5,0,2,0,1,0,0
51878,502,1,1,1,0,2,0,0
51878,3168,1,1,1,0,1,0,0
15331,3464,2,1,8,0,1,0,0
38214,1535,2,0,0,0,1,0,0
38214,4982,2,0,0,0,3,0,0
86806,4115,2,1,5,0,1,0,0
73789,3807,6,0,0,0,1,0,0
73789,4772,6,0,0,0,1,0,0
73789,47,6,0,0,0,2,0,0
50144,3351,7,1,3,0,1,0,0
88192,1886,2,0,4,0,1,0,0
88192,471,2,0,8,0,2,0,0
68484,3341,7,0,6,0,4,0,0
30650,2094,3,0,2,0,1,0,0
35722,4725,1,0,2,0,2,0,0
25800,873,7,0,4,0,3,0,0
54092,2262,3,0,1,0,2,0,0
54092,2426,3,0,1,0,1,0,0
48435,2393,2,0,2,0,2,0,0
48435,4688,2,0,1,0,1,0,1
7533,2159,1,0,2,0,1,0,0
40384,3464,2,1,7,0,2,0,0
103941,1729,2,0,1,0,1,0,0
97194,4103,2,0,15,0,1,0,0
14124,2290,2,0,12,0,4,0,0
45727,1581,7,0,19,0,1,0,0
102069,4103,1,0,2,0,1,0,0
14699,351,2,1,1,0,1,0,1
45178,1019,3,0,2,0,1,0,0
4088,2175,7,0,0,0,1,0,0
17075,1250,6,2,2,0,1,0,0
19506,4011,7,1,5,0,1,0,0
85793,647,2,0,1,0,1,0,0
100364,652,3,0,2,0,1,0,0
100364,631,3,0,2,0,1,0,0
7895,411,3,0,0,0,1,0,1
93627,965,2,0,6,0,2,0,0
74065,1811,3,0,24,0,2,0,1
88032,2937,3,2,0,0,1,0,0
88032,1897,3,2,29,0,4,0,0
90300,209,7,0,7,0,1,2,0
49544,301,1,1,2,0,1,0,0
49544,3807,1,1,0,0,1,0,0
59826,3327,1,1,5,0,1,0,0
87009,1332,1,1,0,0,2,1,0
87009,2603,1,1,0,0,2,0,0
28782,4942,3,0,15,0,1,0,1
28782,2582,3,0,12,0,1,0,0
37247,850,4,1,11,2,3,0,0
30652,939,3,0,2,0,1,0,0
30652,1477,3,0,5,0,1,0,0
55017,1046,2,0,4,0,1,0,0
95183,4020,4,0,3,0,2,0,0
88073,1897,3,0,0,0,1,0,0
88073,2642,3,0,3,0,1,0,0
79711,2509,2,1,2,0,1,0,0
94270,168,7,0,25,0,4,0,1
2486,3447,2,0,2,0,1,0,0
1517,2737,7,0,7,0,1,0,0
47058,2883,3,0,18,0,1,0,0
47058,281,3,0,9,0,1,0,0
104483,1626,3,0,0,0,1,0,0
15479,561,4,1,7,0,1,0,0
10174,4960,7,0,1,0,1,0,0
86813,1445,3,1,6,0,1,0,0
86813,1619,3,1,1,0,1,0,0
86813,3887,3,1,3,0,1,0,0
80362,1651,6,1,35,0,8,0,0
14908,4005,2,1,2,0,1,0,0
14908,4349,2,1,1,0,1,0,0
3947,780,1,1,1,0,1,0,0
31086,4067,3,0,0,0,1,0,0
51637,4099,1,1,2,0,2,0,0
63323,3323,1,1,2,0,1,0,0
53727,3080,3,1,1,0,1,0,0
77182,2262,7,1,5,0,1,0,0
77182,2667,7,1,0,0,1,0,0
100402,3470,5,1,4,0,1,0,0
71370,1155,7,0,0,0,4,0,1
69816,1514,3,0,0,0,1,0,0
48988,3052,7,0,0,0,2,0,0
20903,1681,3,0,2,0,1,0,1
3235,2230,7,0,0,0,3,0,1
3235,2904,7,0,0,0,2,0,0
3235,1145,7,0,0,0,1,0,0
59544,1248,2,0,5,0,1,0,0
102787,4401,7,0,2,0,1,0,0
40817,320,7,1,0,0,1,0,0
3615,2480,7,2,6,0,2,0,0
64260,318,2,0,1,0,1,0,0
23581,31,4,0,4,0,1,0,0
70931,845,7,0,2,0,1,0,0
78420,2940,3,0,1,0,1,0,0
12299,1558,7,1,0,0,1,1,0
24525,4561,2,0,0,0,4,0,0
42504,1564,1,0,0,0,1,0,0
42504,3584,1,0,0,0,1,0,0
82364,1299,3,0,1,0,2,0,0
82364,4345,3,0,6,0,1,0,0
48238,3596,4,0,7,0,1,0,0
41933,2290,1,0,6,0,1,1,0
53732,4730,2,0,0,0,1,0,0
105379,632,3,0,5,0,1,0,0
20857,4782,7,2,1,0,1,0,0
100924,991,2,1,14,0,4,0,0
41354,4557,7,0,2,0,1,0,0
41354,3251,7,0,7,0,1,0,0
93488,2434,5,0,3,0,1,0,0
93488,646,5,0,2,0,1,0,0
93488,4784,5,0,3,0,2,0,0
35044,4780,2,0,3,0,1,0,0
72217,44,7,0,1,0,1,1,0
72217,784,7,0,0,0,1,0,0
93530,1031,2,1,5,0,1,0,0
101455,359,3,0,2,0,1,0,0
100851,2254,3,0,46,0,9,0,0
4399,3264,5,0,0,0,1,0,0
101531,471,7,0,1,0,1,0,1
11274,1047,3,0,8,0,1,0,0
56371,1245,4,0,1,0,1,0,0
2188,3477,3,2,5,0,1,0,0
2188,1136,3,2,12,0,2,0,0
44792,4168,1,0,6,0,1,0,0
99236,530,1,0,2,0,1,0,0
48094,3068,2,0,11,0,2,0,0
81627,845,2,0,2,0,1,0,0
77045,351,1,1,10,0,1,0,0
26190,4822,2,0,8,0,2,0,0
76004,3662,7,0,2,0,1,0,0
65142,1155,7,0,4,0,1,0,0
65142,2290,7,0,3,0,1,0,0
48157,45,7,0,4,0,1,0,0
49593,4692,2,0,1,0,1,0,0
63094,4982,4,0,2,0,1,0,0
55013,2213,5,0,7,0,1,0,0
40487,2127,1,1,0,0,1,0,0
40487,1701,1,1,0,0,1,0,0
85663,3246,4,0,0,0,1,0,0
19312,780,2,0,0,0,1,1,0
66635,1174,2,0,2,0,2,0,0
28052,3555,6,0,2,0,1,0,0
81473,3286,7,2,7,0,1,0,0
57625,3965,1,0,0,0,1,0,0
83078,1020,1,0,4,0,1,0,0
20009,2513,1,0,1,0,1,0,0
22240,3928,1,0,8,0,1,0,0
77910,3100,3,1,5,0,1,0,0
56878,145,3,0,5,0,1,0,0
100641,244,4,0,9,0,1,0,0
88539,4917,3,0,0,0,2,0,0
88650,2206,2,1,0,0,1,0,1
88650,1487,2,1,0,0,2,0,0
57094,3670,5,0,9,0,1,0,0
102380,3670,2,0,13,0,1,0,0
80493,1037,4,0,0,0,1,0,0
56479,2480,3,0,47,0,1,0,0
80100,4594,1,1,22,0,4,0,0
85389,2615,3,0,8,0,1,0,0
35253,2429,1,0,4,0,3,0,0
83156,3854,2,0,4,0,1,1,0
34675,4594,7,1,0,0,1,0,0
93549,4982,2,0,4,0,2,0,0
25996,2409,4,0,4,0,1,0,0
20880,4613,3,1,4,0,1,0,0
3786,270,4,0,1,0,1,0,0
43618,2404,3,0,11,0,1,0,0
8962,168,3,0,12,0,1,0,0
68728,2780,4,0,1,0,1,0,0
19599,2522,2,0,1,0,1,0,0
19599,922,2,0,0,0,1,0,0
95067,4883,1,0,5,0,1,0,0
28330,3685,7,1,7,0,1,0,0
80625,4621,2,0,3,0,1,1,0
80625,965,2,0,3,0,2,0,0
8950,634,2,1,1,0,1,0,0
8950,4169,2,1,2,0,1,0,0
96051,1445,3,1,3,0,1,0,0
66263,1581,2,1,0,0,1,0,0
55696,3056,2,0,1,0,1,0,0
1656,4115,7,0,12,0,2,0,0
49936,4721,1,0,0,0,1,0,0
49936,2603,1,0,0,0,2,0,0
94869,4387,3,1,5,0,1,0,0
74678,4688,1,0,11,0,1,0,0
57029,3887,2,1,1,0,1,0,0
2413,4072,7,0,1,0,1,0,0
65872,1020,3,1,0,0,1,0,0
38071,3413,2,1,2,0,1,0,0
1356,4335,1,1,31,0,2,0,0
12346,2409,2,0,3,0,1,1,0
84723,448,7,0,1,0,1,0,0
55985,1559,3,0,2,0,1,0,0
87175,3100,7,0,4,0,1,0,0
51252,1897,2,0,1,0,2,0,0
87260,2173,7,2,5,0,1,0,0
57318,4673,2,0,1,0,1,0,0
57318,3082,2,0,0,0,1,0,0
71975,2501,4,0,1,0,1,0,0
55342,4048,1,0,3,0,1,0,0
67091,281,3,0,0,0,1,0,0
2729,2054,2,0,6,0,1,0,0
21074,3670,1,0,10,0,4,0,0
21074,3470,1,0,3,0,1,0,0
36717,1753,5,0,0,0,1,0,0
13051,281,5,1,1,0,1,0,1
54310,2768,4,1,13,0,1,0,0
99871,2988,2,1,7,0,1,0,0
60792,1260,7,0,18,0,1,0,1
60792,1751,7,0,1,0,1,0,0
13917,3928,5,0,0,0,1,0,0
92714,4288,7,0,2,0,1,0,0
92714,2541,7,0,6,0,1,0,0
30885,4210,7,1,7,0,1,0,0
61459,3246,7,0,37,0,5,0,0
86561,4988,3,1,5,0,1,1,0
86561,3438,3,1,1,0,1,0,0
34649,3687,5,1,0,0,1,0,0
56491,4872,7,0,4,0,1,0,0
83123,3071,2,0,10,0,1,0,0
19579,1164,2,2,3,0,1,0,0
98091,2182,2,0,7,0,1,2,0
98091,4673,2,0,3,0,1,0,1
3515,3965,2,1,5,0,4,0,0
28705,3962,7,1,4,0,1,0,0
28705,4982,7,1,8,0,2,0,0
64077,3692,2,0,2,0,1,0,0
12352,2290,7,0,0,0,1,0,0
45452,1886,2,0,4,0,1,0,0
84182,2004,7,0,1,0,1,0,0
84182,3596,7,0,7,0,1,0,0
19372,1886,1,1,0,0,1,0,0
104593,4772,1,0,0,0,1,1,1
103484,3246,3,0,5,0,1,0,0
20280,1189,4,0,5,0,5,0,0
20280,2426,4,0,1,0,1,0,0
93438,4787,4,0,4,0,2,0,0
82068,2241,7,0,2,0,1,0,0
27309,4746,2,0,1,0,1,0,0
94945,4988,7,1,2,0,1,0,0
31520,3036,2,0,4,0,4,1,0
27301,4696,7,1,2,0,3,0,0
62356,3807,4,1,1,0,1,0,0
85853,2307,3,0,8,0,1,0,0
40949,179,7,1,3,0,1,0,0
42129,1230,7,0,0,0,1,0,0
30178,598,7,0,2,0,1,0,1
75525,276,1,0,0,0,1,0,0
84329,3246,2,0,0,0,1,0,0
78473,3100,2,0,2,0,1,0,0
96469,2420,1,0,1,0,1,0,0
89129,3807,3,0,1,0,1,0,0
9811,3168,3,0,0,0,3,4,0
59347,4072,7,0,3,0,1,0,0
75558,722,7,0,13,0,1,0,0
79123,845,7,0,2,0,1,0,0
65200,4425,5,0,2,0,1,0,0
65200,2809,5,0,9,0,3,0,0
1346,2667,2,1,0,0,1,0,0
1346,2809,2,1,0,0,1,0,0
96289,3326,5,0,2,0,1,0,0
50874,1982,2,1,8,0,1,0,0
71606,1581,1,1,4,0,1,0,0
29537,556,7,0,7,0,1,1,0
3169,3056,2,1,4,0,1,0,0
18746,3030,7,0,1,0,2,0,0
18746,3331,7,0,10,0,2,0,0
606,4476,2,0,23,0,2,0,0
16901,2480,2,0,5,0,1,0,0
60181,2534,7,0,0,0,2,2,0
34165,2459,2,0,0,0,1,0,0
87707,3669,2,1,0,0,1,0,0
85449,1245,1,0,1,0,1,0,0
85449,1897,1,0,2,0,1,0,1
98260,1119,2,1,0,0,1,0,0
6793,4854,2,0,1,0,1,0,0
6073,4476,3,0,0,0,5,0,0
68383,2829,3,0,1,0,1,0,0
85347,1155,7,0,17,0,2,0,0
44565,1897,2,0,2,0,1,0,0
3765,3593,2,1,3,0,1,0,0
79795,3438,1,0,0,0,3,0,0
102641,690,7,0,3,0,1,0,0
64519,4594,2,1,0,0,1,0,0
64519,4335,2,1,0,0,1,0,0
36216,3465,2,1,4,0,1,0,1
89629,3397,2,1,2,0,1,0,0
38536,4659,7,0,1,0,1,0,0
84629,814,7,0,16,0,1,0,0
28425,3752,2,1,9,0,1,0,0
22570,2437,1,1,1,0,1,0,0
38765,3438,4,0,2,0,2,0,0
38765,1031,4,0,10,0,1,0,0
103315,2268,2,1,6,0,1,0,0
86117,4161,7,0,11,0,1,0,0
104437,4676,1,1,1,0,1,0,0
75340,4383,2,0,7,0,1,0,0
93800,2982,5,1,1,0,1,0,0
67688,294,2,0,3,0,1,0,0
60380,2820,7,0,4,0,1,0,0
33250,2150,7,0,9,0,1,0,0
46869,2422,2,0,4,0,1,0,0
66201,2117,4,1,0,0,1,0,0
29687,1250,7,0,5,0,1,0,0
29687,2988,7,0,2,0,1,0,0
2543,299,5,0,1,0,1,0,0
2543,2262,5,0,7,0,3,0,1
89882,103,1,1,18,0,1,0,0
38401,307,7,0,3,0,1,0,0
38609,4053,2,0,5,0,1,0,1
1788,4345,2,2,6,0,1,0,0
62748,2234,7,0,8,0,1,0,0
105103,3218,6,1,2,0,1,0,1
82015,4896,4,0,10,0,1,0,0
67597,4308,7,1,10,0,1,0,0
4042,168,7,1,1,0,1,0,0
4042,1886,7,1,1,0,1,0,0
136,3670,7,0,5,0,1,0,0
37579,3132,7,0,4,0,1,0,0
68464,841,7,0,1,0,1,0,0
68464,866,7,0,6,0,2,1,0
21036,1112,3,1,0,0,1,0,0
70303,909,5,1,2,0,1,0,1
79195,1447,7,0,0,0,1,0,0
14984,4209,3,1,2,0,1,0,0
41206,521,4,0,16,0,3,0,1
18586,1811,1,0,7,0,5,2,0
29581,4428,7,0,13,0,2,0,0
37501,3202,4,0,2,0,2,0,0
38874,2545,1,1,0,0,1,0,0
25121,746,2,2,2,0,1,0,0
25121,3670,2,2,36,0,5,0,0
14292,5,3,0,0,0,1,0,1
16982,1897,5,0,6,0,1,0,0
97197,1363,3,0,0,0,1,0,0
41191,2379,3,1,9,0,1,0,0
29123,3539,7,2,1,0,1,0,0
36766,5,3,0,16,0,1,0,0
36766,2883,3,0,5,0,1,0,0
74992,4103,1,0,64,0,4,15,0
87869,4772,7,0,5,0,1,0,0
100776,3879,7,0,2,0,1,0,0
27693,460,2,0,2,0,1,0,0
268,2820,7,1,0,0,1,0,0
268,3818,7,1,0,0,1,0,0
268,2454,7,1,1,0,2,0,0
37205,2904,2,1,0,0,1,0,0
86154,2459,4,0,6,0,1,0,0
71353,4535,7,1,1,0,1,0,0
35191,1445,3,0,0,0,1,0,0
27824,281,3,0,0,0,1,0,0
6745,2072,3,0,4,0,1,0,0
87156,2592,2,0,2,0,1,0,0
62970,607,7,1,7,0,1,0,0
88271,3576,2,0,3,0,1,0,0
48187,716,3,0,5,0,1,0,0
98642,711,7,0,7,0,1,0,0
64148,4472,2,1,4,0,1,0,0
15428,1897,1,0,8,0,1,0,0
24761,1329,2,0,2,0,1,0,0
25946,4466,7,0,4,0,1,0,0
93443,4982,3,1,1,0,2,0,0
4760,1297,1,1,4,0,2,0,0
87793,530,3,0,5,0,2,0,0
33026,3464,2,1,5,0,1,0,0
54989,3056,2,0,24,0,2,0,0
64521,4156,4,0,5,0,1,0,0
62800,2501,2,1,1,0,1,0,0
52465,168,5,1,4,0,2,0,0
52465,2582,5,1,2,0,1,0,0
52465,2004,5,1,0,0,2,0,0
59979,3218,2,0,0,0,1,0,0
59979,4772,2,0,0,0,1,0,0
50665,4075,4,0,5,0,1,0,0
50665,2829,4,0,0,0,2,0,0
6742,2567,3,0,0,0,1,0,0
36481,1811,4,0,0,0,1,0,0
7143,4715,2,0,10,0,1,0,0
7143,4016,2,0,4,0,2,0,0
7143,1886,2,0,13,0,1,0,0
7143,325,2,0,5,0,1,0,0
76058,2831,7,0,3,0,1,0,0
98932,3517,7,0,10,0,1,0,0
105661,521,3,2,0,0,1,0,1
11340,2626,5,0,5,0,1,0,0
23872,4357,4,1,0,0,1,0,0
78147,1329,6,0,3,0,1,0,0
65255,2399,6,1,44,0,3,0,1
71893,814,7,0,1,0,2,0,0
87500,647,7,0,6,0,1,0,0
68845,658,7,0,4,0,2,0,0
74423,4491,4,1,11,0,8,0,0
62456,814,7,0,3,0,1,0,0
27324,1822,3,1,1,0,1,0,0
102202,4216,2,0,26,0,1,0,0
72747,1018,4,1,2,0,1,0,0
72747,2792,4,1,1,0,1,0,0
72747,1318,4,1,1,0,1,0,1
37194,1897,7,0,7,0,1,0,0
54592,3322,3,0,3,0,1,0,0
54592,4216,3,0,1,0,1,0,0
58273,175,2,1,2,0,1,0,0
9061,4873,1,0,18,0,1,0,0
40101,4103,2,1,1,0,1,1,0
40101,4995,2,1,0,0,1,0,0
22572,4929,3,1,2,0,1,0,0
906,4072,2,0,9,0,1,0,0
63738,1688,2,0,0,0,1,0,0
22973,2463,2,1,13,0,1,0,0
22973,982,2,1,5,0,1,0,0
105995,2915,2,0,1,0,1,0,0
60891,3818,3,2,4,0,1,0,0
